id,title,authors,publishedDate,categories,description,averageRating,ratingsCount,source_query
peOqQgAACAAJ,Midnight,Dean Ray Koontz,1989,English fiction,"A string of inexplicable deaths has occurred in the picturesque coastal town of Midnight Cove; sinister, shadowy figures stalk the streets in the dead of night and four people are drawn together by terrifying circumstance: a young woman determined to find the truth behind her sister's suicide; an undercover federal agent; a child on the run from her parents; and a wheelchair-bound veteran. As darkness descends, these four must confront the chilling nightmare of Moonlight Cove...",,,subject:thriller
jxklPwAACAAJ,Psycho,Robert Bloch,1959,"Bates, Norman (Fictitious character)","From the opening pages, the scene is set for the menace to come: the lonely Bates Motel, the obsessional Norman Bates, the runaway secretary, the face at the rain-soaked window and at the end the terrifying stabbing in the shower.",,,subject:thriller
ei-N0AEACAAJ,Hannibal,Thomas Harris,2009,Fugitives from justice,"Seven years have passed since Dr. Hannibal Lecter escaped from custody, seven years since FBI Special Agent Clarice Starling interviewed him in a maximum security hospital for the criminally insane. The doctor is still at large, but Starling has never forgotten her encounters with Dr. Lecter, and the metallic rasp of his seldom-used voice still sounds in her dreams...",,,subject:thriller
I-NYPwAACAAJ,Life Expectancy,Dean Ray Koontz,2004,Cerebrovascular disease,"The new thriller from Dean Koontz is an emotional rollercoaster telling the story of five days in the life of an ordinary man - a story that will challenge the way you look at good and evil, life and death.Jimmy Tock comes into the world on the very night his grandfather leaves it. As a violent storm rages outside the hospital, Rudy Tock spends long hours walking the corridors between the expectant fathers' waiting room and his dying father's bedside. It's a strange vigil made all the stranger when, at the very height of the storm's fury, Josef Tock suddenly sits up in bed and speaks coherently for the first and last time since his stroke.What he says before he dies is that there will be five dark days in the life of his grandson - five dates whose terrible events Jimmy will have to prepare himself to face. The first is to occur in his 20th year; the second in his 23rd year; the third in his 28th; the fourth in his 29th; the fifth in his 30th.Rudy is all too ready to discount his father's last words as a dying man's delusional rambling. But then he discovers that Josef also predicted the moment of his grandson's birth to the minute, as well as his exact height, weight, and the fact that Jimmy would be born with syndactyly - the unexplained anomaly of fused digits on his left foot. Suddenly, the old man's predictions take on a chilling significance.What terrifying events await Jimmy on these five dark days? What nightmares will he face? What challenges must he survive? As the novel unfolds, picking up Jimmy's story at each of these crisis points, the path he must follow will defy every expectation. And with each crisis he faces, he will move closer to a fate he could never have imagined. For who Jimmy Tock is and what he must accomplish on the five days his world turns is a mystery as dangerous as it is wondrous - a struggle against an evil so dark and pervasive only the most extraordinary of human spirits can shine through.",,,subject:thriller
QKkCSQAACAAJ,Shutter Island,Dennis Lehane,2009,Brainwashing,"In the year 1954, U.S. Marshal Teddy Daniels and his partner, Chuck Aule, come to Shutter Island, home of Ashcliffe Hospital for the Criminally Insane, to investigate an unexplained disappearance. Multiple murderess Rachel Solando is loose somewhere on this barren island. As a killer hurricane bears relentlessly down on the island, hints of radical experimentation and covert government machinations add darker, more sinister shades to an already bizarre case.",3.5,2.0,subject:thriller
Ti5bAAAAMAAJ,Edge of Danger,Jack Higgins,2001,Fiction,"I always return: for centuries, that had been the Rashid motto. Over the years, their British and Arab ancestries had interwoven to produce a remarkable family of warriors, as much at home under the pitiless desert sun as in the streets of London. But it is to neither of these places that the Rashids now direct their rage. It is to the president of the United States, whom they hold accountable for attacks against their power and honor. White House operatives Blake Johnson and Sean Dillon are picking up hints, but hints to what? By whom? Frantically, they work to find the answer -- and meanwhile the killers wait.",4.0,1.0,subject:thriller
rL_NmAEACAAJ,Shadow Man,Cody McFadyen,2006,Fiction,"Once the FBI's hottest serial killer hunter, Smoky Barrett is left scarred in body and mind following a brutal encounter with a psychotic killer, and is on the verge of suicide when she is confronted by an all new evil called the Shadow Man.",,,subject:thriller
7R3pwpRix1QC,Silent Prey,John Sandford,1993,Fiction,"When Michael Bekker, the psychopathic serial killer he had caught years before, escapes from captivity, Lucas Davenport uses the occasion to draw his ex-lover into an investigation of rogue cops who have already committed three dozen murders. Reissue.",,,subject:thriller
qYvZCwAAQBAJ,Saving Jason,Michael Sears,2016-02-02,Fiction,"Looking into rumors of a hostile takeover at his firm, Jason Stafford is embroiled in a grand jury investigation into mob-related activities on Wall Street and is placed in witness protection, only to risk his life to save his abducted son.",,,subject:thriller
xxZkPwAACAAJ,The Big Sleep,Raymond Chandler,1992,Detective and mystery stories,"Mystery. Philip Marlowe starts out to break a blackmail case, but ends up with a lot of killing going on around him.",,,subject:thriller
g3XKU3BH4x4C,Murder at the Fortnight,Steve J. Spears,2012-02-15,Fiction,"Mix Elmore Leonard with a pinch of Tarantino, a hint of farce and a dob of Agatha Christie and you've got Murder at The Fortnight. Introducing Stella Pentangeli - Lady Showbiz Detective - and Investigator Ng - The Last Honest Cop. Murder at The Fortnight is a darkly hilarious tale of murder, greed, fame and lust set squarely under the bright lights of the world of showbusiness. When celebs start dropping like flies at The Playwright's Fortnight, Stella and Ng must battle media hysteria and political backstabbing in their desperate search for a killer who keeps on killing. Who will be next? The dialogue is snappy, the characters outrageous, and the story gripping.",,,subject:thriller
u7jX0AEACAAJ,A Time to Kill,John GRISHAM,1992,Thriller,,,,subject:thriller
g5F1PwAACAAJ,The Cold Moon,Jeffery Deaver,2007,"Dance, Kathryn (Fictitious character)","In the month of December a young man is found dead in lower Manhattan, the first in a series of victims of a man calling himself the Watchmaker. This killer's obsession with time drives him to plan his murders with the precision of fine timepieces, and the victims die prolonged deaths.",,,subject:thriller
58WRzgEACAAJ,Deadline,Sandra Brown,2014,,,,,subject:thriller
0opItAEACAAJ,Watchers,Dean R. Koontz,2003,Fiction,"Two creatures, the end result of experiments in genetic engineering and enhanced intelligence, escape from a government laboratory and bring either death and destruction or a touching new kind of love to those they encounter. Reissue.",,,subject:thriller
2aBcmQEACAAJ,The Glass Key,Dashiell Hammett,2002-04-18,Thriller - Fiction,"Ned Beaumont is a tall, thin, moustache-wearing, TB-ridden, drinking, gambling, hanger-on to the political boss of a corrupt Eastern city. Nevertheless, like every Hammett hero (and like Hammett himself), he has an unbreakable, if idiosyncratic, moral code. Ned's boss wants to better himself with a thoroughbred senator's daughter; but does he want it badly enough to commit murder? If he's innocent, who wants him in the frame? Beaumont must find out.",,,subject:thriller
ij8WngEACAAJ,The Girl with a Clock for a Heart,Peter Swanson,2014-09-04,Criminals,"First Love is Deadly.What if your college sweetheart, the girl of your dreams, suddenly disappeared? Twenty years later she's back, she's in trouble and she says you are the only one who can help her . . .'Very hard not to read in one sitting.' Alison Flood, Observer 'A twisty, sexy, electric thrill ride.' Dennis Lehane'Takes your breath away . . . a plot that twists like a corkscrew.' Daily Mail'A well-plotted, enjoyably twisty debut.' Sunday Times",,,subject:thriller
wAshCgAAQBAJ,The Silence that Speaks,Andrea Kane,2015,Fiction,"Former Navy SEAL Marc Deveraux teams up with Forensic Instincts to protect the life of nurse and former flame Madeline Westfield, whose would-be killer blames her for the death of a hospital administrator.",,,subject:thriller
C6vhxtQEElwC,Running Crazy,D. J. Adams,2003-06,Fiction,"In her second thriller, the crime-solving clairvoyant takes on two shopping mall serial killers who go after teen shoppers - with a vengeance",,,subject:thriller
OfBppwAACAAJ,Iron House,John Hart,2012,Brothers,"Iron House is the remarkable story of two orphaned brothers separated by violence at a tender age. When a boy is savagely killed in their brutal orphanage, one brother runs and takes the blame with him, eventually finding his way to New York and into the heart of organized crime. Two decades later - a seasoned killer - he returns to North Carolina with a sentence on his head, the mob in hot pursuit and his long-lost brother in trouble of a different kind. With vast sums in play, political fortunes at risk and bodies piling up, the brothers reunite to solve the mystery of their shared past in a tour de force narrative of loss, courage and the aftermath of violence. A dark, atmospheric thriller with a plot that will keep you guessing until the last moment.",,,subject:thriller
cHN9GwAACAAJ,The Cabinet of Curiosities,"Douglas J. Preston, Lincoln Preston, Lincoln Child",2003,"Five Points (New York, N.Y.)","From the New York Times bestselling author of The Relic comes a spellbinding new novel blending adventure, science and nail-biting suspense.In downtown Manhattan, a gruesome discovery has just been made - an underground charnel house containing the bones of dozens of murder victims.Research reveals that a serial killer was at work in New York's notorious Five Points neighbourhood in the 1880s, bent on prolonging his lifespan by any means. When a newspaper story on the old murders appears to ignite a new series of horrifyingly similar killings, panic overtakes the city.On the case are FBI Special Agent Pendergast - Southern, pale, refined, unorthodox, possessed of a Holmes-like brain and possibly the most engaging investigator in modern popular fiction; dogged NYT reporter William Smithback Jnr; and his erstwhile girlfriend Dr Nora Kelly, an archaeologist at the New York Museum of Natural History. Using every resource available they join forces to track down the killer䡥fore they become the next victims.",,,subject:thriller
AaSdxgEACAAJ,Dead Eye,Mark Greaney,2019-12-05,Fiction,"Ex-CIA master assassin Court Gentry has always prided himself on his ability to disappear at will, to fly below the radar and exist in the shadows - to survive as the near-mythical Gray Man. But when he takes revenge upon a former employer who betrayed him, he exposes himself to something he's never had to face before. A killer who is just like him. Code-named Dead Eye, Russell Whitlock is a graduate of the same ultra-secret Autonomous Asset Program that trained and once controlled Gentry. But now, Whitlock is a free agent who has been directed to terminate his fellow student of death. He knows how his target thinks, how he moves, and how he kills. And he knows the best way to do the job is to make Gentry run for his life - right up until the moment Dead Eye finally ends it...",,,subject:thriller
ParHjwEACAAJ,The Kill Room,Jeffery Deaver,2015-01-05,Forensic pathologists,"They are calling it the 'million-dollar bullet': a sniper shot from a near-impossible distance. This murder has all the hallmarks of a contract killing and district attorney Nance Laurel won't let it go. But there is no crime scene investigation and no co-operation from the police. Putting her career on the line, she calls Lincoln Rhyme and Amelia Sachs. Their reputation for seeing what others miss is unparalleled, and she knows they will risk everything to seek the truth...",,,subject:thriller
cdyoCwAAQBAJ,Clawback,J.A. Jance,2016-03-08,Fiction,"In New York Times bestselling author J.A. Jance’s latest thriller, Ali Reynolds faces her most controversial mystery yet, solving the murder of a man whose Ponzi scheme bankrupted hundreds of people, and left them seeking justice…or revenge. When Ali’s parents lose their life savings to a Ponzi scheme, her father goes to confront his long-time friend and financial advisor, only to stumble into the scene of a bloody double homicide. With her father suddenly a prime suspect, Ali and her husband work to clear her father’s name, while at the same time seeking justice for her parents as well as the scheme’s other suddenly impoverished victims, one of whom is a stone cold killer.",,,subject:thriller
ipBLuwEACAAJ,Nine Perfect Strangers,Liane Moriarty,2019,Fiction,One luxury retreat in the middle of nowhere. Ten days in which no one can leave. Nine strangers seeking perfection. And each discovering the perfect lie...,,,subject:thriller
XHq_AAAACAAJ,Bangkok 8,John Burdett,2004,Bangkok (Thailand),"Surreal Bangkok, city of temples and brothels, where Buddhist monks walk the same streets as world-class gangsters, where bodies and souls are for sale or rent, and where the way you die may be more important than the way you live...Inside a locked Mercedes an African-American marine sergeant is killed by a maddened python and a swarm of cobras. Two cops - the only two in the city not on the take - arrive too late. Minutes later, only one is alive. Sworn to avenge the death of his partner and soul brother, Sonchai Jitpleecheep, a fair-skinned Thai and a devout Buddhist, works his way through District 8. Soon he is in a realm he has never before encountered: the moneyed underbelly of Bangkok...",,,subject:thriller
VIOdPwAACAAJ,The Hanged Man's Song,John Sandford,2004,Computer hackers,"Bobby, a super-hacker friend of Kidd's, suddenly disappears from cyberspace, and Kidd knows that isn't a good sign. Going over to his house, he finds him dead on the floor, his head bashed in and his laptop missing. The secrets of that laptop are potent enough to hang Kidd and everybody else in Bobby's circle - just to start with - so there's no question that Kidd and LuEllen have to try to track it down. But before he can get very far, the secrets start coming out anyway...and they're more staggering than even Kidd imagined. Because it's not just the lives of a circle of friends and colleagues now - it's about something much, much bigger and scarier...",,,subject:thriller
p9WYDAEACAAJ,The Last Temptation,Val McDermid,2016,Audiobooks,"A twisted killer targeting psychologists has left a grisly trail across Europe. Dr Tony Hill, expert at mapping the minds of murderers, is reluctant to get involved. But then the next victim is much closer to home... Meanwhile, his former partner DCI Carol Jordan is working undercover in Berlin, on a dangerous operation to trap a millionaire trafficker. When the game turns nasty, Tony is the only person she can call on for help.",,,subject:thriller
vnWHPwAACAAJ,Blood Test,Jonathan Kellerman,1993,Child psychologists,"Little Woody Swope was gravely ill. Treatment was possible, if painful. But his parents, members of a bizarre sect called the Touchers, threatened to take him out of hospital. Then Woody was gone. So were the Swopes, leaving their motel suite heavily bloodstained. Enter Alex Delaware, child psychologist, young, burned out and semi-retired. He and his LA cop friend Milo find a heap of suspects - an ageing ex-hippy doctor; a back-country police chief; a male stripper; even Nona, Woody's sister, a flame-haired Lolita with hate in her eyes and larceny in her soul. But the truth was more bizarre than even Alex could have imagined...",,,subject:thriller
ZTlaNAEACAAJ,Carte blanche,Jeffery Deaver,2012,"Bond, James (Fictitious character)","Fresh from Afghanistan, James Bond has been recruited to a new agency. Conceived in the post-9/11 world, it operates independent of Five, Six and the MoD, its very existence deniable. Its aim: to protect the Realm, by any means necessary.",,,subject:thriller
W1UZvgAACAAJ,The Monster in the Closet,Karen Rose,2017-05-30,,,,,subject:thriller
mtFjPwAACAAJ,Time to Hunt,Stephen Hunter,1998,Adventure stories,"Refusing to co-operate on a secret mission, young Marine Donny Fenn is sent to Vietnam in 1971. There he partners Sergeant Bob Lee Swagger, one of the deadliest snipers in the US. A Russian shooter, The Sniper King is trailing him. But why is he after Swagger? Revenge, or something deeper?",,,subject:thriller
9s3aCwAAQBAJ,Medusa,"Clive Cussler, Paul Kemprecos",2010-05-25,Fiction,"Kurt Austin puts the NUMAA team on a case involving a hideous series of medical experiments, an extraordinarily ambitious Chinese criminal organization, and a secret new virus that threatens to set off a worlwide pandemic.",,,subject:thriller
6uVbAAAAMAAJ,The Best Revenge,Stephen White,2003,Fiction,"In a riveting new novel of psychological suspense, Stephen White shines a brilliant light on the darkness that hides just beneath the surface of ordinary lives, on the fears that cripple us and the prisons we create --prisons of the body, mind, and spirit. A thriller of runaway tension, taps into our most closely guarded fears, taking us on a harrowing journey into a realm of terror and pain, of love gone wrong and vengeance gone mad. The Best Revenge Psychologist Alan Gregory is living through a season of discontent. With a new daughter, a wonderful wife, and a prospering career, he has little to complain about and lots of regrets: past cases that won’t let him go, patients who don’t get better, and a growing unease with keeping secrets. But Gregory has two new patients who will drag him out of his introspection--and dare him to enter a storm of injustice and revenge. FBI special agent Kelda James is a hero, a woman who as a rookie agent made a choice, drew her gun, and saved a life, taking another. Now Kelda is hiding from the world a secret pain that is gradually crippling her body--and she has turned to Alan Gregory to help free her from the prison of her pain. Then Kelda refers a patient to Gregory, who is terrifyingly dangerous to them both. Tom Clone served thirteen years on Colorado’s death row for a crime he claimed he didn’t commit--until an FBI agent dug up evidence that set him free. The agent’s name: Kelda James. With both Kelda and Clone telling him their innermost secrets, Alan Gregory becomes the one person who can piece together an extraordinary puzzle--of two unsolved violent deaths of vulnerable women, of a man who may be innocent or may be very lucky, and of the strange, fatal attraction between two people trapped in a horrific plot to get revenge--at any price. A thriller that delivers a stunning body-blow of a surprise ending, captures lives colliding at unpredictable angles, probing the dangerous lies people tell to each other and themselves. In this astonishing work by a novelist at the height of his powers, Stephen White brilliantly blends thrilling action and breakneck pacing with unrivaled insight into the human mind, heart, and psyche. From the Hardcover edition.",,,subject:thriller
CqGYswEACAAJ,Confessions of a Thug,Philip Meadows Taylor,2014,,"The Thuggees were a roving tribe of assassins and criminals who terrorized India for centuries. This fictionalized autobiography of a member of the Thuggees was a runaway bestseller in nineteenth-century England. Author Philip Meadows Taylor is said to have based the book on his conversations with Syeed Amir Ali (also known as Feringhea), a long-time member of the group.",,,subject:thriller
RApTPwAACAAJ,The Next Accident,Lisa Gardner,2002,"Conner, Rainie (Fictitious character)","Risking everything to learn the truth about his daughter's death, called an accident by police, FBI Special Agent Pierce Quincy teams with former cop Rainie Conner on a desperate manhunt for a killer. This psychopath's most devastating weapon is an intimate knowledge of his victims' darkest fears. Another thing all the victims have in common--Quincy loved them. Copyright © Libri GmbH. All rights reserved.",,,subject:thriller
bmdYQgAACAAJ,The Dark of the Sun,Wilbur Smith,1989-01-01,Africa,"They hunt diamonds. They hunt cannibals. They hunt each other. They're mercenaries in the Congo, a battlefield torn apart like a vast, wide-open wound. For mercenary leader Bruce Curry, the mission means hunting the thing he hates most and savoring every shameless minute. For beyond hate, beyond revenge, is the thrill of hunting the most dangerous and cunning game of all -- man.",,,subject:thriller
mImgMQEACAAJ,Hell Island,Matthew Reilly,2012,Experimental rangelands,"It is an island that doesn't appear on any maps. A secret place, where classified experiments have been carried out. Experiments that have gone terribly wrong... Four crack special forces units are dropped in. One of them is a team of Marines, led by Captain Shane Schofield, call-sign: SCARECROW. Nothing can prepare Schofield's team for what they find there. You could say they've just entered hell. But that would be wrong. This is much, much worse.",,,subject:thriller
nZVMnAEACAAJ,The Cradle Will Fall[DVD].,"Angie Everhart, John Ralston, Mary Higgins Clark",2005,,The day afer county prosecutor Katie undergoes medical tests with a renowned.,,,subject:thriller
Fz-rMQEACAAJ,Area 7,Matthew Reilly,2012,Adventure stories,"A HIDDEN LOCATIONIt is America's most secret base, a remote installation known only as Area 7.THE VISITORAnd today it has a guest: the President of the United States. But he's going to get more than he bargained for on this trip. Because hostile forces are waiting inside...HIS SAVIOURAmong the President's helicopter crew, however, is a young marine. His name is Schofield. Call-sign: SCARECROW. Rumour has it, he's a good man in a storm. Judging by what the President has just walked into, he'd better be...",,,subject:thriller
Z27FDAAAQBAJ,Dark Matter,Blake Crouch,2016,Fiction,"In this world he's woken up to, Jason's life is not the one he knows. His wife is not his wife. His son was never born. And Jason is not an ordinary college physics professor, but a celebrated genius who has achieved something remarkable. Something impossible. Is it this world or the other that's the dream? And even if the home he remembers is real, how can Jason possibly make it back to the family he loves? The answers lie in a journey more wondrous and horrifying than anything he could've imagined - one that will force him to confront the darkest parts of himself even as he battles a terrifying, seemingly unbeatable foe.",4.0,3.0,subject:thriller
8f3_lwEACAAJ,Zero Hour,"Clive Cussler, Graham Brown",2013,Adventure stories,"It's called Zero Point Energy, a new source of power that holds the promise to change the world. If it doesn't destroy it first . . . Zero Point really exists - a state of energy contained in all matter everywhere, and all but unlimited. But nobody has ever found a way to tap into it. Not until one scientist discovers a way. Or at least he thinks he has. The problem is, his machines also cause great earthquakes, even fissures in tectonic plates. One machine is buried deep underground; the other is submerged in a vast ocean trench. And if Kurt Austin, Joe Zavala and the rest of the NUMA Special Assignments team aren't able to find and destroy them, and soon, the world will be on the threshold of a new era of earth tremors and unchecked volcanism. The stakes could not be higher . . . Packed with the hair-raising action and endless invention that his fans have come to expect, Zero Hour is Clive Cussler at his audacious, thrilling best. Praise for Clive Cussler 'Cussler is hard to beat.' Daily Mail 'The adventure King.' Sunday Express 'Clive Cussler is the guy I read.' Tom Clancy Find out more about the world of Clive Cussler by visiting clivecussler.com.au",,,subject:thriller
Jv7poQEACAAJ,Blindsight,Robin Cook,1992,,"Thriller. When a series of unrelated ỳuppie' deaths by cocaine overdose are reported, Dr. Laurie Engler's curiosity is aroused. She senses a menacing link between the apparently random incidents, and puts her professional future in jeopardy to find the truth. By the author of C̀oma'.",,,subject:thriller
UZZCPgAACAAJ,Manhattan is My Beat,Jeffery Deaver,2002,American fiction,"Twenty-year-old Rune hasn't been in Manhattan for long, but she's crafty enough to have found a squatter's paradise in an empty loft and a video store job that feeds her passion for old movies. A passion shared with her favourite customer, Mr Kelly, a lonely old man who rents the same video over and over again. The film, Manhattan Is My Beat, is a noir classic based on a real-life unsolved bank heist and a million missing dollars. That's the tape Rune is collecting from Mr Kelly's shabby apartment when she finds him shot dead. She's certain the key to the murder is hidden somewhere in the hazy, black-and-white frames of Mr Kelly's beloved movie.",,,subject:thriller
wpN3PwAACAAJ,The Terminal Man,Michael Crichton,1997,Large print books,"The classic thriller and ""New York Times"" bestseller is reissued with a new look. Prone to violent seizures, Harry Benson undergoes an experimental procedure that implants electrodes in his brain, sending soothing pulses to the brain's pleasure canyon. However, Harry learns how to control the pulses and increase their frequency. Harry then escapes--a homicidal maniac loose in the city--and nothing will stop his murderous rampage. Reissue. Copyright © Libri GmbH. All rights reserved.",,,subject:thriller
uSLvPclUCpkC,Innocent Murder,Steve J. Spears,2012-02-15,Fiction,"In Innocent Murder, Investigator Ng and Stella Pentangeli work different sides of the crime fence. Ng's case is one of triads, sex slavery and murder. Stella's case is a showbiz trifle - she must discover who is stealing plotlines from the hugely successful soap The Young and the Naked and selling the information to a rival channel.",,,subject:thriller
VbKSDAEACAAJ,The Quality of Silence,Rosamund Lupton,2015-01-12,Deaf children,"On 24th November Yasmin and her deaf daughter Ruby arrive in Alaska. Within hours they are driving alone across a frozen wilderness, where nothing grows, no one lives, where tears freeze and where night will last for another fifty-four days. They are looking for Ruby's father, travelling deeper into a silent land. They still cannot find him. And someone is watching them in the dark.",,,subject:thriller
RzGnPwAACAAJ,A Calculated Risk,Katherine Neville,1992,Banks and banking,""" A dizzying, enjoyable caper...After reading this hard-to-put down thriller, you may put all your money in your mattress."" LOS ANGELES DAILY NEWSWhen financial executive Verity Banks' latest proposal is axed by her boss, she decides to show how easy it is to break through automated security, hide money, and then show senior management where it is. Then her former mentor, financial wizard, Dr. Zooltan Tor ups the ante, and dares her to steal a billion dollars, invest it to earn thirty million in three months, then put the original billion back before anyone notices. To heighten the challenge, Tor and Verity will compete against each other, though Tor gives Verity an edge: she can use a computer for her theft, but he cannot....A BOOK-OF-THE-MONTH-CLUB ALTERNATE SELECTION",,,subject:thriller
EyKnPwAACAAJ,The Hammer of Eden,Ken Follett,1999,Detective and mystery stories,,,,subject:thriller
BjqT3okyFrkC,Harbour,John Ajvide Lindqvist,2010,Fiction,"On a winter trip home to the island of Domarö, Anders and Cecilia take their six-year-old daughter Maja across the ice to visit the lighthouse at Gåvasten. And Maja disappears. Leaving not even a footprint in the snow. Two years later, alone and more or less permanently drunk, Anders returns to Domarö to confront his despair. He slowly realises that Maja's disappearance is not the first inexplicable tragedy to strike the islanders. Nor is everyone telling him all they know; even his own mother, it seems, is keeping secrets. And what is it about the sea? There's something very bad happening on Domarö. Something that involves the sea itself. As he did with Let the Right One Inand Handling the Undead, John Ajvide Lindqvist serves up a masterful cocktail of suspense laced with bizarre humour and a narrative that barely pauses for breath. Harbour is also a heartbreaking study of loss and guilt and a novel whose epic climax pits the infinite force of nature against the implacable love of a father for his child.",,,subject:thriller
Y_290AEACAAJ,The Ghosts of Rome:,Joseph O'Connor,2025-02-04,Fiction,"In the final months of World War II, a clandestine group known as The Choir smuggles thousands of escapees out of Nazi-occupied Rome via a secret route known as the Rome Escape Line. When an unidentified airman falls from the sky, The Choir is plunged into lethal danger and the survival of the Escape Line itself is threatened. The Choir is riven with internal tensions and infighting. The organization is in danger of falling apart, which would leave thousands of escaped allied soldiers, POWs, Jews, and objectors stranded in a Rome that is ruled with vicious efficiency by the Nazis. Monsignor Hugh O'Flaherty, the architect of the Escape Line and acknowledged leader of The Choir, broods inside the Vatican, seemingly paralyzed by what he sees as the intolerable risks of keeping the Escape Line in operation. One man has been given the task of definitively destroying the entire operation and the price of his failure is high--SS Commander Paul Hauptmann's wife and children are under Gestapo supervision in Berlin. Hauptmann is ordered to stay on in the city he both loathes and loves and to dismantle the Escape Line, or watch his family perish. Into this deliriously thrilling melee steps the Contessa Giovanna Landini, a reckless, audacious, and magnetic member of the Italian Resistance who has the nerve to challenge Hauptmann's authority. A beautifully written and expertly crafted historical suspense novel that is bursting with action, atmosphere, and unforgettable characters, The Ghosts of Rome is the thrilling follow-up to Joseph O'Connor's best-selling My Father's House.",,,subject:thriller
OPc-nwEACAAJ,Broken Dolls,James Carol,2014,Abduction,"Jefferson Winter is no ordinary investigator. The son of one of America's most renowned serial killers, Winter has spent his life trying to distance himself from his father's legacy. Once a rising star at the FBI, he is now a freelance consultant, jetting around the globe helping local law enforcement agencies with difficult cases. He's not got Da Vinci's IQ, but he's pretty close. When he accepts a particularly disturbing case in London, Winter arrives to find a city in the grip of a cold snap, with a psychopath on the loose who likes abducting and lobotomising young women. Winter must use all his preternatural brain power in order to work out who is behind the attacks, before another young woman becomes a victim. As Winter knows all too well, however, not everyone who's broken can be fixed.",,,subject:thriller
Up87swEACAAJ,The Reapers,John Connolly,2009,Assassins,"They are the Reapers, the elite among killers. Men so terrifying that their names are mentioned only in whispers. The assassin Louis is one of them. But now Louis and his partner, Angel, are themselves targets - and there is no shortage of suspects.",,,subject:thriller
RTyw_CwC-JQC,Breaking Point,C.J. Box,2013-03-12,Fiction,"Butch Roberson, a hard-working, upright local business owner, is suspected of killing two men. When Butch disappears, game warden Joe Pickett organises the man hunt. Joe is not the only one looking for Butch – but he is the only one that wants him taken alive.",,,subject:thriller
z5GVNgAACAAJ,Dragon Bones,Lisa See,2003,Americans,Kriminalroman.,,,subject:thriller
Tv2jwwEACAAJ,I KNOW WHO YOU ARE PB,ALICE. FEENEY,2019-05-16,,,,,subject:thriller
EzfERaoLzIQC,Assassin's Creed,Oliver Bowden,2011,Adventure stories,"After his family was betrayed and disgraced by the most powerful families in Italy, young Erazo chose the path of vengeance-and entered a world of mysticism and murder beyond anything he could have imagined. But his quest is far form over ...",5.0,2.0,subject:thriller
QFq6AAAACAAJ,Line of Control,"Tom Clancy, Steve Pieczenik",2001,Large type books,The line between military intelligence and military force has been crossed.,,,subject:thriller
Ev-jPwAACAAJ,The Last Laugh,John R. Riggs,1992-01-01,Fiction,,,,subject:thriller
5JU7cmj4DI4C,The Fifth Season,David Docherty,2003,Fiction,"The stunning new thriller from the author of THE KILLING JAR. Brilliant scientist Dr Grace Adams is close to a breakthrough in her groundbreaking research on GM crops. She hopes her new strain of wheat will bring huge benefits to the starving people of Bangladesh, saving hundreds of thousands of lives. But Grace's involvement in genetically modified foods has made her some dangerous enemies. People prepared to go to any lengths to put an end to her research. Permanently. Realising she's in danger, Grace turns to the one person who can help: her old childhood friend, Sam Copeland, newly appointed director of the European Anti-Terrorist Unit. But, as he tries to protect Grace, Sam begins to fear he may have under-estimated the forces in opposition. What's more, an old enemy from Sam's past has turned up in Garfordshire, where Grace is based. Malkie Collins has his own reasons for descending on the small Highland community. And old scores to settle...",,,subject:thriller
wG-pPwAACAAJ,Parallel Lies,Ridley Pearson,2003,Large type books,"Umberto Alvarez, a suspected terrorist, blames Northern Union Railroad for the crossing guard collision that killed his wife and twins two years earlier. He believes that he and his family are the victims of a massive cover-up, but the truth is nothing but a publicity stunt.Peter Tyler is an ex-cop looking to redeem himself after being suspended from the force for an assault that was taken out of context. Now a temp investigator for the National Transportation Safety Board, Tyler sees an opportunity to jump-start his career. A woman who steps out of a snowstorm and into his life may just hold the key to unlocking the past and allowing Tyler to move on. However, first Tyler must sort out what the truth is.",,,subject:thriller
2AjloAEACAAJ,Private London,"James Patterson, Mark Pearson",2011,Detective and mystery stories,'Private London' is a hard-hitting thriller set in the London office of the world's most exclusive detective agency.,,,subject:thriller
lY3SjwEACAAJ,Cross and Burn,Val McDermid,2014-01-03,Clinical psychologists,"The new unforgettable new Tony Hill and Carol Jordan novel will see them forced to fight for themselves and each other as never before... Guilt and grief have driven a wedge between long time crime-fighting partners psychologist Tony Hill and ex-DCI Carol Jordan. But just because they're not talking doesn't mean the killing stops. Someone is killing women. Women who bear a disturbing resemblance to Carol Jordan. And when the evidence begins to point in a disturbing direction, thinking the unthinkable seems the only possible answer.",,,subject:thriller
tFs9QgAACAAJ,The Suspect,Michael Robotham,2010-01-21,Clinical psychologists,"Joseph O'Loughlin appears to have the perfect life - a beautiful wife, a loving daughter and a successful career as a clinical psychologist. But nothing can be taken for granted. Even the most flawless existence is only a loose thread away from unravelling. All it takes is a murdered girl, a troubled young patient and the biggest lie of his life. Caught in a complex web of deceit and haunted by images of the slain girl, he embarks upon a search that will take him from London to Liverpool and into the darkest recesses of the human mind. Ultimately, he will risk everything to unmask the killer and save his family.",,,subject:thriller
